No.,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,"INGRESOS OPERACIONALES
2018*",GANANCIA (PERDIDA) 2018,TOTAL ACTIVOS 2018,TOTAL PASIVOS 2018,TOTAL PATRIMONIO 2018,"INGRESOS OPERACIONALES
2017*",GANANCIA (PERDIDA) 2017,TOTAL ACTIVOS 2017,TOTAL PASIVOS 2017,TOTAL PATRIMONIO 2017,GRUPO EN NIIF
72,900604350,SAVIA SALUD EPS,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1598418461.33,-38523516.17,330978430.81,1041741298.57,-710762867.77,1444415524.85,-395000106.14,311670526.57,983909878.17,-672239351.6,REGIMEN R 414 de 2014 - CGN
73,890300466,TECNOQUIMICAS S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,1595121803,198911761,1985984451,755052175,1230932276,1491947765,152046716,1701063487,603598436,1097465051,NIIF PLENAS-GRUPO 1
74,890903858,INDUSTRIA NACIONAL DE GASEOSAS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",MANUFACTURA,1579668932,-107684363,1954039927,931705669,1022334258,1611009220,-180792744,1907921677,1146177261,761744416,NIIF PLENAS-GRUPO 1
75,860078828,COLSANITAS MEDICINA PREPAGADA SA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Q8699- Otras actividades de atencion de la salud humana,SERVICIOS,1579236925.75,196237866.11,823440325.51,498608959.15,324831366.37,1351629972.61,117864929.25,663977724.04,362979868.46,300997855.58,NIIF PLENAS-GRUPO 1
76,900780510,AUTOMOTORES TOYOTA COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,1560110009,93592401,322815419,199433421,123381998,1144461059,67689597,264502757,154148831,110353926,NIIF PLENAS-GRUPO 1
77,890301884,COLOMBINA S A,SUPERFINANCIERA,Costa Pacífica,VALLE,ZARZAL - VALLE DEL CAUCA,"C1082 - Elaboración de cacao, chocolate y productos de confitería",MANUFACTURA,1559202000,127610000,1516027000,1082537000,433490000,1508517000,33213000,1344264000,1006939000,337325000,NIIF PLENAS-GRUPO 1
78,860002130,NESTLE DE COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1089 - Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA,1511982000,123310000,915967000,753518000,162449000,1533248000,110896000,896588000,742905000,153683000,NIIF PLENAS-GRUPO 1
79,860002426,EQUION ENERGIA LIMITED,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO-HIDROCARBUROS,1502004024,375890373,1114419784,675086728,439333056,1191655875,240995258,1280473359,1043457726,237015633,NIIF PLENAS-GRUPO 1
80,804002105,COMPARTA,SUPERSALUD,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1476113996.13,48157790.75,371218585.27,301439332.93,69779252.35,1400899099.61,-19111222.21,248531183.86,227030463.18,21500720.68,NIIF PYMES-GRUPO 2
81,900493698,GEOPARK COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO-HIDROCARBUROS,1471116175,576522405,1514251026,550558013,963693013,771241601,199586991,856752517,419686658,437065859,NIIF PLENAS-GRUPO 1
82,899999115,EMPRESA DE TELECOMUNICACIONES DE BTA SA ESP,SUPERSERVICIOS,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6110 - Actividades de telecomunicaciones alámbricas,SERVICIOS,1466110544,736917,3972582561,2073669414,1898913147,1458716439,-149978232,4115070525,2257847756,1857222769,NIIF PLENAS-GRUPO 1
83,860072134,HOCOL S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO-HIDROCARBUROS,1430128312,217122982,2336468064,886880793,1449587271,1183554218,-62434645,2278908076,805042349,1473865727,NIIF PLENAS-GRUPO 1
84,890900266,GRUPO ARGOS S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,K6613 - Otras actividades relacionadas con el mercado de valores,MANUFACTURA,1422372000,811676000,17946404000,1970468000,15975936000,1196182000,452841000,17523550000,1978407000,15545143000,NIIF PLENAS-GRUPO 1
479,891300959,Sucroal S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,C2029 - Fabricación de otros productos químicos n.c.p.,MANUFACTURA,282476024,1528777,307509608,152990184,154519424,269592756,-10955728,294305782,142175367,152130415,NIIF PLENAS-GRUPO 1
85,860001307,DISTRIBUIDORA NISSAN S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,1417995463,43132087,727617308,395842968,331774340,1339497282,48304853,725694156,423953437,301740719,NIIF PLENAS-GRUPO 1
86,890900291,Solla S. A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C1090 - Elaboración de alimentos preparados para animales,MANUFACTURA,1408989391,14465450,704201926,479495671,224706255,1418609171,23459920,623415133,403811805,219603328,NIIF PLENAS-GRUPO 1
87,900491889,MASSER S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,G4731 - Comercio al por menor de combustible para automotores,COMERCIO,1404594686,-4010379,46585831,39816279,6769552,1256790774,-8621811,45748882,43518951,2229931,NIIF PLENAS-GRUPO 1
88,900477347,VITOL COLOMBIA C.I S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,1382039268,1536620,435725813,374097047,61628766,700552371,-7555702,288141523,231694266,56447257,NIIF PLENAS-GRUPO 1
89,860002518,UNILEVER ANDINA COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,1359812224,196016990,760764260,367248616,393515644,1117275943,63612230,585266620,336926014,248340606,NIIF PLENAS-GRUPO 1
90,806008394,MUTUAL SER,SUPERSALUD,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1359780267.12,25163861.84,308713903.06,197774735.27,110939167.79,1133107734.12,28711131.24,236141125.54,150490932.2,85650193.34,NIIF PLENAS-GRUPO 1
91,860026895,ITALCOL SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1090 - Elaboración de alimentos preparados para animales,MANUFACTURA,1331777847,20795546,475441512,297967654,177473858,1224638022,28567743,396794365,227167495,169626870,NIIF PLENAS-GRUPO 1
92,860007277,MEXICHEM RESINAS COLOMBIA SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,C2013 - Fabricación de plásticos en formas primarias,MANUFACTURA,1324574000,66920205,837784739,410711349,427073390,1276199715,49708431,835271215,447379079,387892136,NIIF PLENAS-GRUPO 1
93,900059238,MAKRO SUPERMAYORISTA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4690 - Comercio al por mayor no especializado,COMERCIO,1308412350,-25428023,1021804609,333084362,688720247,1126429381,15089908,992981422,295661122,697320300,NIIF PLENAS-GRUPO 1
94,900935126,ASMET S.A.S.,SUPERSALUD,Costa Pacífica,CAUCA,POPAYAN,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1274111643.28,-66134973.95,317631398.69,1016799737.88,-699168339.19,1502626707.94,-179452603.72,255750077.19,870314274.74,-614564197.56,NIIF PYMES-GRUPO 2
95,890902070,C.I J. GUTIERREZ Y CIA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4669 - Comercio al por mayor de otros productos n.c.p.,COMERCIO,1262362005,14992393,166838285,79551219,87287066,1210836590,20925992,155109125,65770679,89338446,NIIF PLENAS-GRUPO 1
96,890900161,PRODUCTOS FAMILIA S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C1709 - Fabricación de otros artículos de papel y cartón,MANUFACTURA,1258799000,198862000,2119425000,457440000,1661985000,1251426000,231976000,2023646000,456729000,1566917000,NIIF PLENAS-GRUPO 1
97,890300546,COLGATE PALMOLIVE COMPAÑIA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,1233075516,118211393,564593961,331746217,232847744,1273795936,120456070,610794124,380195820,230598304,NIIF PLENAS-GRUPO 1
98,860004828,ALIMENTOS FINCA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,C1090 - Elaboración de alimentos preparados para animales,MANUFACTURA,1224253909,19581649,665180550,353825192,311355358,993199843,55075176,474492353,155252898,319239455,NIIF PLENAS-GRUPO 1
99,900298372,CAPITAL SALUD EPSS S.A.S,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1215739207.67,106981896.75,373002996.75,579680010.54,-206677013.79,1083450022.75,24852695.47,225737423.46,694646925.62,-468909502.16,REGIMEN R 414 de 2014 - CGN
100,830065063,LG ELECTRONICS COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4644 - Comercio al por mayor de aparatos y equipo de uso doméstico,COMERCIO,1209218872,867366,478249418,451921084,26328334,1162663773,2067288,406022904,380561936,25460968,NIIF PLENAS-GRUPO 1
101,811012271,GRUPO DE INVERSIONES SURAMERICANA S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,K6613 - Otras actividades relacionadas con el mercado de valores,SERVICIOS,1203554000,648593000,28773968000,5698577000,23075391000,1161273000,755085000,27762302000,4987182000,22775120000,NIIF PLENAS-GRUPO 1
102,890105526,PROMIGAS S.A. E.S.P.,SUPERSERVICIOS,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,H4930 - Transporte por tuberías,SERVICIOS,1197517403,725408577,6355840963,3142965539,3212875424,1012152725,648857900,5931535343,2969089116,2962446227,NIIF PLENAS-GRUPO 1
103,900319753,PRICESMART COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",COMERCIO,1192605431,21007143,587433197,173212976,414220221,1082860183,12578951,553978283,160672549,393305734,NIIF PLENAS-GRUPO 1
104,900703240,MAZDA DE COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,1183622578,33393981,275777320,132029154,143748166,1043096057,34127108,304486890,194132705,110354185,NIIF PLENAS-GRUPO 1
105,890300406,CARTON DE COLOMBIA S A,SUPERFINANCIERA,Costa Pacífica,VALLE,YUMBO-VALLE,C1701 - Fabricación de pulpas (pastas) celulósicas; papel y cartón,MANUFACTURA,1178610000,119172000,2405139000,911439000,1493700000,1087639000,62225000,2396165000,993651000,1402514000,NIIF PLENAS-GRUPO 1
106,860006333,Yara Colombia S.A.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,MANUFACTURA,1161168795,-74763640,1274077766,804008825,470068941,1063709951,-59139581,1095931619,753884203,342047416,NIIF PLENAS-GRUPO 1
107,900377365,OLEODUCTO BICENTENARIO DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,H4930 - Transporte por tuberías,SERVICIOS,1160794161,495105595,3464897569,2221209288,1243688281,1107879223,443932707,3093677209,1976017943,1117659266,NIIF PLENAS-GRUPO 1
108,800018359,BEL STAR S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,1154287159,39276290,744576371,451081609,293494762,1105933554,26806440,642599975,404540767,238059208,NIIF PLENAS-GRUPO 1
109,900136638,CERVECERIA DEL VALLE S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,"C1103 - Producción de malta, elaboración de cervezas y otras bebidas malteadas",MANUFACTURA,1140508850,584909125,1266878855,366634824,900244031,1035788264,496720549,1174559483,363883951,810675532,NIIF PLENAS-GRUPO 1
110,890201881,AVIDESA MAC POLLO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,A0145 - Cría de aves de corral,AGROPECUARIO,1135184454,16081676,502926543,217794762,285131781,1044196988,7761182,421497154,179028478,242468676,NIIF PYMES-GRUPO 2
111,860001942,BAYER S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,1130479246,49261261,711879792,221429206,490450586,1225347080,61013633,769410993,325219896,444191097,NIIF PLENAS-GRUPO 1
112,830025448,GRUPO BOLIVAR S. A.,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,K6492 - Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario,SERVICIOS,1129625000,1115826000,9834450000,627574000,9206876000,1143006000,1118135000,8998584000,624195000,8374389000,NIIF PLENAS-GRUPO 1
113,830074184,SALUDVIDA S.A. EPS,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1127300085.85,-83030506.57,362197265.31,1092590285.67,-730393020.36,1129370480.99,-727147696.68,251590400.49,930267205.1,-678676804.61,NIIF PYMES-GRUPO 2
114,890300346,ALMACENES  LA  14 S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",COMERCIO,1126956000,-342142000,1405988000,1009277000,396711000,1499306000,16199000,1945256000,1194727000,750529000,NIIF PLENAS-GRUPO 1
115,891100445,ORF S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1051 - Elaboración de productos de molinería,MANUFACTURA,1111206995,28287092,941955188,453612582,488342606,1241637439,17541766,917788783,453524387,464264396,NIIF PLENAS-GRUPO 1
116,890101815,JOHNSON & JOHNSON DE COLOMBIA S.A,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,C2013 - Fabricación de plásticos en formas primarias,MANUFACTURA,1106913040,-23011630,1067928691,582633910,485294781,988869251,9541308,965838215,457745217,508092998,NIIF PLENAS-GRUPO 1
117,805006014,Directv Colombia Ltda,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6130 - Actividades de telecomunicación satelital,SERVICIOS,1104407076,-3278907,677758922,286652117,391106805,1054077361,-47424105,636393587,242007875,394385712,NIIF PLENAS-GRUPO 1
118,860002536,COMPAÑIA COLOMBIANA DE CERAMICA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2393 - Fabricación de otros productos de cerámica y porcelana,MANUFACTURA,1089989818,-49112177,1299152494,805578156,493574338,1079245933,4605813,1255595907,733020154,522575753,NIIF PLENAS-GRUPO 1
119,860031606,DIANA CORPORACION SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1051 - Elaboración de productos de molinería,MANUFACTURA,1080545366,699688,655847052,520519793,135327259,1047228034,-6994401,602001936,480420284,121581652,NIIF PLENAS-GRUPO 1
120,900553170,EMBOTELLADORA DE LA SABANA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",MANUFACTURA,1079163139,35845458,1037621453,557622762,479998691,1054589319,110060481,843677523,403028734,440648789,NIIF PLENAS-GRUPO 1
121,860002175,SCHLUMBERGER SURENCO SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,MINERO-HIDROCARBUROS,1074182339,3837387,1284798240,192077181,1092721059,888164025,73495231,1228171935,142551035,1085620900,NIIF PLENAS-GRUPO 1
122,800167643,GASES DE OCCIDENTE S. A. EMPRESA DE SERVICIOS PUBLICOS,SUPERSERVICIOS,Costa Pacífica,VALLE,CALI-VALLE,D3520 - Producción de gas; distribución de combustibles gaseosos por tuberías,SERVICIOS,1053071448,84228409,1081274949,826054351,255220598,1007184202,71144022,1026161033,777911225,248249808,NIIF PLENAS-GRUPO 1
123,900806600,RELIANZ MINING SOLUTIONS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,C3314 - Mantenimiento y reparación especializado de equipo eléctrico,MANUFACTURA,1021795962,24899779,876124137,613248315,262875822,830266800,13402946,789802993,565187974,224615019,NIIF PLENAS-GRUPO 1
124,805001157,SERVICIO OCCIDENTAL DE SALUD EPS SOS S.A.,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,O8430- Actividades de planes de seguridad social de afiliacion obligatoria,SERVICIOS,1021255521.99,-61840754.7,263035664.1,670770930.21,-407735266.1,1021684366.67,-418114236.44,170620949.37,518990895.97,-348369946.6,NIIF PYMES-GRUPO 2
125,890920304,PepsiCo Alimentos Colombia Ltda,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1089 - Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA,1007519999,34058482,394624302,202161189,192463113,937298880,26625436,404733768,230550396,174183372,NIIF PLENAS-GRUPO 1
126,900736182,APPLE COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,1006141878,-4623412,349329469,308221202,41108267,890107978,17929749,347863848,302132169,45731679,NIIF PLENAS-GRUPO 1
127,900203441,OLEODUCTO DE LOS LLANOS ORIENTALES SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,H4930 - Transporte por tuberías,SERVICIOS,1001508387,416343843,1887060072,803597036,1083463036,950851434,355437392,1784161005,673637180,1110523825,NIIF PLENAS-GRUPO 1
128,860020439,MONOMEROS COLOMBO VENEZOLANOS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,MANUFACTURA,988701508,-66696231,1274523084,788010065,486513019,1099311179,24245520,1173227952,562449006,610778946,NIIF PLENAS-GRUPO 1
129,890900050,GRUPO NUTRESA S.A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,K6613 - Otras actividades relacionadas con el mercado de valores,MANUFACTURA,976596000,510161000,8483353000,85763000,8397590000,818321000,430279000,9106860000,96209000,9010651000,NIIF PLENAS-GRUPO 1
130,891800111,DIACO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2410 - Industrias básicas de hierro y de acero,MANUFACTURA,975766904,35984274,915216521,476863642,438352879,802629178,33390035,829158959,425963323,403195636,NIIF PLENAS-GRUPO 1
131,890922447,CONSTRUCCIONES EL CONDOR S.A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,970185482,115155365,2331430099,1287846671,1043583428,634335124,184908738,1992169540,1070695428,921474112,NIIF PLENAS-GRUPO 1
132,860029995,ACERIAS PAZ DE RIO S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2410 - Industrias básicas de hierro y de acero,MANUFACTURA,964615487,-11250271,1913458102,1337268041,576190061,826910466,-39794298,1997203519,1419923778,577279741,NIIF PLENAS-GRUPO 1
133,830078966,METROKIA S.A.,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA-MARTA-MAGDALENA,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,962614306,10331600,552781011,282542344,270238667,790992353,10876335,569394441,309693900,259700541,NIIF PLENAS-GRUPO 1
134,860053930,"OCCIDENTAL DE COLOMBIA, LLC",SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0520 - Extracción de carbón lignito,MINERO-HIDROCARBUROS,960731858,308124255,945028248,419226717,525801531,737397354,184709963,896479774,408551352,487928422,NIIF PLENAS-GRUPO 1
135,890932389,TERNIUM COLOMBIA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,"G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción",COMERCIO,959113418,-22561703,1001095239,602792879,398302360,813813068,-14803362,865482344,476974495,388507849,NIIF PLENAS-GRUPO 1
136,900677748,Unilever Colombia SCC S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,950481711,9915338,606675911,533448985,73226926,719438169,1313132,417707052,354395464,63311588,NIIF PLENAS-GRUPO 1
137,811036030,COMPAÑIA NACIONAL DE CHOCOLATES S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"C1082 - Elaboración de cacao, chocolate y productos de confitería",MANUFACTURA,950289031,145818851,1675072984,489812826,1185260158,884778212,103404054,1680375355,544653158,1135722197,NIIF PLENAS-GRUPO 1
138,900780755,FORD MOTOR COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,943499593,37313641,240901582,203455941,37445641,1080497109,35094308,175097355,139871047,35226308,NIIF PYMES-GRUPO 2
139,800011987,Tenaris Tubocaribe Ltda,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,TURBACO-BOLIVAR,C2410 - Industrias básicas de hierro y de acero,MANUFACTURA,939406514,45897901,1545730164,1048690379,497039785,606841137,20823351,1260674428,850618438,410055990,NIIF PLENAS-GRUPO 1
140,890901110,CONSTRUCTORA CONCONCRETO S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4220 - Construcción de proyectos de servicio público,CONSTRUCCIÓN,935510751,76634578,2917066263,1451416165,1465650098,1023527421,71439242,2850010529,1468510464,1381500065,NIIF PLENAS-GRUPO 1
